53,053,060102,5304,+47.282808,-122.372705
53,053,060103,4110,+47.304161,-122.417403
53,053,060104,5615,+47.293992,-122.394001
53,053,060200,887,+47.28051,-122.414767
53,053,060300,4027,+47.295528,-122.516663
53,053,060400,4009,+47.281725,-122.495665
53,053,060500,4028,+47.271704,-122.478011
53,053,060600,5360,+47.264251,-122.461465
53,053,060700,6932,+47.261154,-122.47766
53,053,060800,5015,+47.265581,-122.496189
53,053,060903,3083,+47.280186,-122.520311
53,053,060904,5239,+47.280461,-122.510202
53,053,060905,6492,+47.264853,-122.526088
53,053,060906,2332,+47.262401,-122.50926
53,053,061001,3768,+47.251571,-122.541904
53,053,061002,4603,+47.249808,-122.524089
53,053,061100,6547,+47.248105,-122.493565
53,053,061200,5184,+47.249662,-122.473188
53,053,061300,4921,+47.250635,-122.458192
53,053,061400,3980,+47.251442,-122.447193
53,053,061500,4482,+47.26201,-122.448995
53,053,061601,1398,+47.254639,-122.441667
53,053,061602,639,+47.241464,-122.437744
53,053,061700,4137,+47.238739,-122.452313
53,053,061800,2963,+47.226131,-122.451112
53,053,061900,1908,+47.227153,-122.435352
53,053,062000,4317,+47.22829,-122.418797
53,053,062100,3267,+47.230918,-122.403305
53,053,062200,2802,+47.217727,-122.403249
53,053,062300,4652,+47.214004,-122.417407
53,053,062400,5445,+47.214144,-122.434342
53,053,062500,7578,+47.214759,-122.450799
53,053,062600,2596,+47.217082,-122.475336
53,053,062801,6158,+47.223825,-122.495801
53,053,062802,3718,+47.197195,-122.496359
53,053,062900,6685,+47.203807,-122.478191
53,053,063000,2938,+47.19826,-122.46915
53,053,063100,4196,+47.199941,-122.449484
53,053,063200,4796,+47.19903,-122.432849
53,053,063300,6716,+47.199396,-122.409265
53,053,063400,6939,+47.181259,-122.431996
53,053,063501,4231,+47.185842,-122.452796
53,053,063502,4386,+47.174863,-122.453513
53,053,070100,2477,+47.075869,-122.046823
53,053,070203,3909,+47.13649,-122.156459
53,053,070204,3607,+47.140867,-122.133675
53,053,070205,3527,+47.153713,-122.092229
53,053,070206,3880,+47.114642,-122.077559
53,053,070207,4686,+47.15916,-122.024673
53,053,070303,7235,+47.20012,-122.186519
53,053,070306,4889,+47.237408,-122.184053
53,053,070307,3676,+47.218996,-122.13905
53,053,070308,3551,+47.184819,-122.178852
53,053,070309,4408,+47.184676,-122.152246
53,053,070310,4125,+47.15783,-122.161412
53,053,070311,4591,+47.155926,-122.135583
53,053,070401,1992,+47.170141,-122.222598
53,053,070402,4835,+47.098362,-122.21234
53,053,070500,4106,+47.206235,-122.297151
53,053,070600,425,+47.241262,-122.244745
53,053,070701,6751,+47.23014,-122.27671
53,053,070703,4925,+47.248332,-122.311341
53,053,070704,2562,+47.23043,-122.307934
53,053,070800,2604,+47.307907,-122.422589
53,053,070900,6369,+47.245545,-122.351116
53,053,071000,6784,+47.202794,-122.374328
53,053,071100,2355,+47.170361,-122.375558
53,053,071205,4116,+47.17963,-122.343808
53,053,071206,5049,+47.162239,-122.335864
53,053,071207,4579,+47.155412,-122.278856
53,053,071208,5874,+47.139559,-122.279044
53,053,071209,4544,+47.163847,-122.265115
53,053,071210,4658,+47.165935,-122.2468
53,053,071304,4544,+47.142102,-122.303542
53,053,071305,3553,+47.15117,-122.387082
53,053,071306,5180,+47.122037,-122.38105
53,053,071307,3492,+47.147095,-122.332798
53,053,071308,5600,+47.12523,-122.332954
53,053,071403,3821,+47.109738,-122.449229
53,053,071406,3756,+47.084872,-122.383546
53,053,071407,4943,+47.063199,-122.360411
53,053,071408,3529,+47.109311,-122.418742
53,053,071409,4123,+47.100976,-122.417447
53,053,071410,3376,+47.083457,-122.423428
53,053,071411,3419,+47.074931,-122.410138
53,053,071503,4857,+47.131647,-122.44488
53,053,071504,5306,+47.145337,-122.443592
53,053,071505,4984,+47.132201,-122.422503
53,053,071506,4964,+47.119352,-122.404012
53,053,071601,4070,+47.183263,-122.411048
53,053,071602,4664,+47.160246,-122.419201
53,053,071703,3352,+47.170654,-122.46355
53,053,071704,3864,+47.164016,-122.463539
53,053,071705,3270,+47.163933,-122.443672
53,053,071706,1816,+47.154893,-122.462323
53,053,071707,2642,+47.154295,-122.442944
53,053,071803,4782,+47.184263,-122.514261
53,053,071804,7539,+47.172777,-122.488428
53,053,071805,3525,+47.160535,-122.499809
53,053,071806,4272,+47.142953,-122.505526
53,053,071901,4537,+47.157278,-122.516004
53,053,071902,5164,+47.161589,-122.535641
53,053,072000,4754,+47.123281,-122.540948
53,053,072105,5887,+47.188039,-122.557985
